date	place	name	genre	time	price	website
13 Oct 11	Beer Market	Zsa + Claire	Pop; Folk	2030-2345	Free + F&B Charges	http://www.screamquiet.com/
13 Oct 11	Broun	Samba Rossa	Brazilian; Samba; Bossa Nova 	1930-2130	Free + F&B Charges	http://broun.sg/
13 Oct 11	Crazy Elephant	Crazy Elephant Band	Blues	2200	Free + F&B Charges	http://www.crazyelephant.com/
13 Oct 11	Fullerton Bay hotel	Claressa Monteiro	Jazz	1930-2215	Free + F&B Charges	http://www.facebook.com/TheFullertonBayHotel
13 Oct 11	Grand Theater, Marina Bay Sands	Kit Chan ≪The Music Room≫ Concert 2011	English; Chinese; Pop	2030	$68-168	http://www.sistic.com.sg/portal/dt?dt.isPortletRequest=true&dt.action=process&dt.provider=PortletWindowProcessChannel&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&dt.containerName=JSPTabContainer/sEventsCalendar&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER&contentCode=kitchan1011
13 Oct 11	Hard Rock Café	Enigma	Acoustic Set	2200	Free + F&B Charges	http://www.hardrock.com
13 Oct 11	Highlander	Dejavu	Acoustic	2130	Free + F&B Charges	http://www.highlanderasia.com/
13 Oct 11	Quarubar	Wayne Sandz & Wayne Gideon	Jazz; Latin; Tango	2100	Free + F&B Charges	http://www.facebook.com/group.php?gid=46581108311
13 Oct 11	The Pump Room @ Clarke Quay	Jive Talkin'	Pop; Rock; Jazz	2245	Free + F&B Charges	http://www.pumproomasia.com/home.html
13 Oct 11	Timbre Arts House	The Common People	Pop Rock	2015-2330	Free + F&B Charges	http://www.timbregroup.asia/timbresg/main.asp
13 Oct 11	Timbre Old School	53A	Pop Rock	2015-2330	Free + F&B Charges	http://www.timbregroup.asia/timbresg/main.asp
13 Oct 11	Timbre Substation	Goodfellas	Rock	2215-0045	Free + F&B Charges	http://www.timbregroup.asia/timbresg/main.asp
13 Oct 11	Wala Wala Café Bar	Shirlyn and the UnXpected	Pop rock	2130	Free + F&B Charges	http://www.imaginings.com.sg/
14 Oct 11	Broun	Angry Wives	Top 40's; Rock; R&B; Soul	1930-2130	Free + F&B Charges	http://broun.sg/
14 Oct 11	Crazy Elephant	Crazy Elephant Band	Blues	2200	Free + F&B Charges	http://www.crazyelephant.com/
14 Oct 11	Esplanade Concert Hall	Harmoni Cinta Rossa	Indo; Malay; Pop	2030	$78-$248	http://www.sistic.com.sg/portal/dt?dt.isPortletRequest=true&dt.action=process&dt.provider=PortletWindowProcessChannel&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&dt.containerName=JSPTabContainer/sEventsCalendar&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER&contentCode=rossa1011
14 Oct 11	Fullerton Bay hotel	Claressa Monteiro	Jazz	1930-2215	Free + F&B Charges	http://www.facebook.com/TheFullertonBayHotel
14 Oct 11	Grand Theater, Marina Bay Sands	Kit Chan ≪The Music Room≫ Concert 2011	English; Chinese; Pop	2030	$68-168	http://www.sistic.com.sg/portal/dt?dt.isPortletRequest=true&dt.action=process&dt.provider=PortletWindowProcessChannel&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&dt.containerName=JSPTabContainer/sEventsCalendar&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER&contentCode=kitchan1011
14 Oct 11	Hard Rock Café	Energy	Rock	2200	Free + F&B Charges	http://www.hardrock.com
14 Oct 11	Hard Rock Café Sentosa	Enigma	Top 40's	2200	Free + F&B Charges	http://www.hardrockhotelsingapore.com/
14 Oct 11	Highlander	Dejavu	Acoustic	2130	Free + F&B Charges	http://www.highlanderasia.com/
14 Oct 11	Paulaner Brauhaus	Zsa + Claire	Pop; Folk	1900-2100	Free + F&B Charges	http://www.screamquiet.com/
14 Oct 11	Tab Singapore	Mel & Khim	Pop	1930	Free + F&B Charges	http://www.tab.com.sg/2011/01/mel-khim/
14 Oct 11	Tab Singapore	Renegade Creation	Blues; Rock	1930	$85	http://www.tab.com.sg/2011/01/renegade-creation/
14 Oct 11	The Pump Room @ Clarke Quay	Jive Talkin'	Pop; Rock; Jazz	2245	Free + F&B Charges	http://www.pumproomasia.com/home.html
14 Oct 11	Timbre Arts House	Goodfellas	Pop Rock	2130-0045	Free + F&B Charges	http://www.timbregroup.asia/timbresg/main.asp
14 Oct 11	Timbre Old School	Sugarlove	Pop Rock	2015-2330	Free + F&B Charges	http://www.timbregroup.asia/timbresg/main.asp
14 Oct 11	Timbre Substation	53A	Pop	2230-0145	Free + F&B Charges	http://www.timbregroup.asia/timbresg/main.asp
14 Oct 11	Wala Wala Café Bar	The Common People	Pop rock	 -	Free + F&B Charges	http://www.imaginings.com.sg/
15 Oct 11	Broun	Deon Toh	Singer Songwriter	1930-2015	Free + F&B Charges	http://deontohmusic.com/
15 Oct 11	Crazy Elephant	Crazy Elephant Band	Blues	2200	Free + F&B Charges	http://www.crazyelephant.com/
15 Oct 11	Fort Canning Park	Level 42 World Tour Asia 2011	Pop; Rock; Jazz; Funk	2000	$118	http://www.sistic.com.sg/portal/dt?dt.isPortletRequest=true&dt.action=process&dt.provider=PortletWindowProcessChannel&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&dt.containerName=JSPTabContainer/sEventsCalendar&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER&contentCode=l421011
15 Oct 11	Fullerton Bay hotel	Claressa Monteiro	Jazz	1930-2215	Free + F&B Charges	http://www.facebook.com/TheFullertonBayHotel
15 Oct 11	Grand Theater, Marina Bay Sands	Kit Chan ≪The Music Room≫ Concert 2011	English; Chinese; Pop	2030	$68-168	http://www.sistic.com.sg/portal/dt?dt.isPortletRequest=true&dt.action=process&dt.provider=PortletWindowProcessChannel&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&dt.containerName=JSPTabContainer/sEventsCalendar&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER&contentCode=kitchan1011
15 Oct 11	Hard Rock Café	Enigma	Top 40's	2200	Free + F&B Charges	http://www.hardrock.com
15 Oct 11	Hard Rock Café Sentosa	Energy	Rock	2200	Free + F&B Charges	http://www.hardrockhotelsingapore.com/
15 Oct 11	Highlander	Dejavu	Acoustic	2130	Free + F&B Charges	http://www.highlanderasia.com/
15 Oct 11	Hood Bar & Café	Cockpit	Indie; Rock; Metal	2030-2115	Free + F&B Charges	http://www.hoodbarandcafe.com/
15 Oct 11	Tab Singapore	Renegade Creation	Blues; Rock	1930	$85	http://www.tab.com.sg/2011/01/renegade-creation/
15 Oct 11	Tab Singapore	The Next Movement	Pop; Soul; R&B	2130	Free + F&B Charges	http://www.tab.com.sg/2011/01/the-next-movement/
15 Oct 11	The Pump Room @ Clarke Quay	Jive Talkin'	Pop; Rock; Jazz	2245	Free + F&B Charges	http://www.pumproomasia.com/home.html
15 Oct 11	The Substation Theatre Theatre	Raggae Singapura ft. Bushman	Raggae	1930	$18	http://www.substation.org/music-space-reggae-singapura/
15 Oct 11	Timbre Arts House	The Common People	Pop Rock	2130-0045	Free + F&B Charges	http://www.timbregroup.asia/timbresg/main.asp
15 Oct 11	Timbre Old School	Sofia & Fatt	Pop Rock	2115-1230	Free + F&B Charges	http://www.timbregroup.asia/timbresg/main.asp
15 Oct 11	Timbre Substation	Goodfellas	Rock	2230-0145	Free + F&B Charges	http://www.timbregroup.asia/timbresg/main.asp
15 Oct 11	Wala Wala Café Bar	Shirlyn and the UnXpected	Pop rock	2130	Free + F&B Charges	http://www.imaginings.com.sg/
16 Oct 11	Botanic Gardens	Singapore Chinese Orchestra	Classical	1800	Free	http://sco.com.sg/english/news/media_release/3350.html
16 Oct 11	Crazy Elephant	Jam Session	Blues	2200	Free + F&B Charges	http://www.crazyelephant.com/
16 Oct 11	Esplanade Concert Hall	Pentas Jendela by Orkestra Melayu Singapura	Classical	2000	$28	http://www.sistic.com.sg/portal/dt?dt.isPortletRequest=true&dt.action=process&dt.provider=PortletWindowProcessChannel&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&dt.containerName=JSPTabContainer/sEventsCalendar&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER&contentCode=jen1011
16 Oct 11	The Pump Room @ Clarke Quay	Jive Talkin'	Pop; Rock; Jazz	2245	Free + F&B Charges	http://www.pumproomasia.com/home.html
16 Oct 11	Timbre Substation	Timbre Academy All Stars 	Pop	2145-0030	Free + F&B Charges	http://www.timbregroup.asia/timbresg/main.asp
16 Oct 11	Wala Wala Café Bar	Jack & Rai	Pop rock	 -	Free + F&B Charges	http://www.imaginings.com.sg/
17 Oct 11	Balaclava	Wendy & David	classic; jazz	2000	Free + F&B Charges	http://www.imaginings.com.sg/
17 Oct 11	Crazy Elephant	Crazy Elephant Band	Blues	2200	Free + F&B Charges	http://www.crazyelephant.com/
17 Oct 11	Highlander	Dejavu	Acoustic	2130	Free + F&B Charges	http://www.highlanderasia.com/
17 Oct 11	Timbre Arts House	Surath & Rene	Pop Rock	2030-2330	Free + F&B Charges	http://www.timbregroup.asia/timbresg/main.asp
17 Oct 11	Timbre Old School	Pam & Chris	Pop Rock	1945-2300	Free + F&B Charges	http://www.timbregroup.asia/timbresg/main.asp
17 Oct 11	Timbre Substation	Michaela Therese	Jazz	2215-0030	Free + F&B Charges	http://www.timbregroup.asia/timbresg/main.asp
18 Oct 11	Crazy Elephant	Crazy Elephant Band	Blues	2200	Free + F&B Charges	http://www.crazyelephant.com/
18 Oct 11	Esplanade Theatre	Rays of Hope- NCCS Charity Concert	Pop	2000	$38-208	http://www.sistic.com.sg/portal/dt?dt.isPortletRequest=true&dt.action=process&dt.provider=PortletWindowProcessChannel&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&dt.containerName=JSPTabContainer/sEventsCalendar&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER&contentCode=hope1011
18 Oct 11	Hard Rock Café	Unified	Top 40's; Rock	2030	Free + F&B Charges	http://www.hardrock.com
18 Oct 11	Highlander	Dejavu	Acoustic	2130	Free + F&B Charges	http://www.highlanderasia.com/
18 Oct 11	Tab Singapore	Mel & Khim	Pop	2030	Free + F&B Charges	http://www.tab.com.sg/2011/01/mel-khim/
18 Oct 11	The Pigeonhole	Bushwalla	Pop Rock	2000	Free	http://www.thepigeonhole.com.sg/
18 Oct 11	The Pump Room @ Clarke Quay	Jive Talkin'	Pop; Rock; Jazz	2245	Free + F&B Charges	http://www.pumproomasia.com/home.html
18 Oct 11	Timbre Arts House	53A	Pop Rock	2015-2330	Free + F&B Charges	http://www.timbregroup.asia/timbresg/main.asp
18 Oct 11	Timbre Old School	Fatt, Shili & Adi	Pop Rock	1945-2300	Free + F&B Charges	http://www.timbregroup.asia/timbresg/main.asp
18 Oct 11	Timbre Substation	Goodfellas	Rock	2115-0030	Free + F&B Charges	http://www.timbregroup.asia/timbresg/main.asp
18 Oct 11	Wala Wala Café Bar	Tabula	Top 40's; Rock	2130	Free + F&B Charges	http://www.imaginings.com.sg/
19 Oct 11	Broun	Polkadot & Moonbeam	Jazz; Contemporary	1930-2130	Free + F&B Charges	http://broun.sg/
19 Oct 11	CM-PB	Zsa + Claire	Pop; Folk	2130-0045	Free + F&B Charges	http://www.screamquiet.com/
19 Oct 11	Crazy Elephant	Crazy Elephant Band	Blues	2200	Free + F&B Charges	http://www.crazyelephant.com/
19 Oct 11	Hard Rock Café	Six In The City ft. Tabula	Rock	2200	Free + F&B Charges	http://www.hardrock.com
19 Oct 11	Highlander	Dejavu	Acoustic	2130	Free + F&B Charges	http://www.highlanderasia.com/
19 Oct 11	Paulaner Brauhaus	Zsa + Claire	Pop; Folk	1900-2100	Free + F&B Charges	http://www.screamquiet.com/
19 Oct 11	Tab Singapore	The Next Movement	Pop; Soul; R&B	2030	Free + F&B Charges	http://www.tab.com.sg/2011/01/the-next-movement/
19 Oct 11	Tab Singapore	Bevlyn ft Kevin Matthews	Indie; Jazz	2030	$25	http://www.tab.com.sg/2011/01/bevlyn-khoo/
19 Oct 11	The Pump Room @ Clarke Quay	Jive Talkin'	Pop; Rock; Jazz	2245	Free + F&B Charges	http://www.pumproomasia.com/home.html
19 Oct 11	Timbre Arts House	Enigma	Pop Rock	2015-2330	Free + F&B Charges	http://www.timbregroup.asia/timbresg/main.asp
19 Oct 11	Timbre Old School	Luthfi & Simon	Pop Rock	1945-2300	Free + F&B Charges	http://www.timbregroup.asia/timbresg/main.asp
19 Oct 11	Timbre Substation	Raw Earth	Rock	2115-0030	Free + F&B Charges	http://www.timbregroup.asia/timbresg/main.asp
19 Oct 11	Wala Wala Café Bar	Timmy ft. Ngak	Pop rock	2130	Free + F&B Charges	http://www.imaginings.com.sg/
20 Oct 11	Beer Market	Zsa + Claire	Pop; Folk	2030-2345	Free + F&B Charges	http://www.screamquiet.com/
20 Oct 11	Crazy Elephant	Crazy Elephant Band	Blues	2200	Free + F&B Charges	http://www.crazyelephant.com/
